Orthogroup	Ahalleri_v2.1.0.priTranscripts	Alyrata_v2.1.priTranscripts	Athaliana_Araport11.priTranscripts	Boleracea_capitata_v1.0.priTranscripts	Brapa_v1.3.priTranscripts
14615	OG0014614	1	1	1	1	1
14616	OG0014615	1	1	1	1	1
14617	OG0014616	1	1	1	1	1
14618	OG0014617	1	1	1	1	1
14619	OG0014618	1	1	1	1	1
14620	OG0014619	1	1	1	1	1
14621	OG0014620	1	1	1	1	1
14622	OG0014621	1	1	1	1	1
14623	OG0014622	1	1	1	1	1
14624	OG0014623	1	1	1	1	1
14625	OG0014624	1	1	1	1	1
14626	OG0014625	1	1	1	1	1
14627	OG0014626	1	1	1	1	1
14628	OG0014627	1	1	1	1	1
14629	OG0014628	1	1	1	1	1
14630	OG0014629	1	1	1	1	1
14631	OG0014630	1	1	1	1	1
14632	OG0014631	1	1	1	1	1
14633	OG0014632	1	1	1	1	1
14634	OG0014633	1	1	1	1	1
14635	OG0014634	1	1	1	1	1
14636	OG0014635	1	1	1	1	1
14637	OG0014636	1	1	1	1	1
14638	OG0014637	1	1	1	1	1
14639	OG0014638	1	1	1	1	1
14640	OG0014639	1	1	1	1	1
14641	OG0014640	1	1	1	1	1
14642	OG0014641	1	1	1	1	1
14643	OG0014642	1	1	1	1	1
14644	OG0014643	1	1	1	1	1
14645	OG0014644	1	1	1	1	1
14646	OG0014645	1	1	1	1	1
14647	OG0014646	1	1	1	1	1
14648	OG0014647	1	1	1	1	1
14649	OG0014648	1	1	1	1	1
14650	OG0014649	1	1	1	1	1
14651	OG0014650	1	1	1	1	1
14652	OG0014651	1	1	1	1	1
14653	OG0014652	1	1	1	1	1
14654	OG0014653	1	1	1	1	1
14655	OG0014654	1	1	1	0	2
14656	OG0014655	2	1	1	0	1
14657	OG0014656	2	0	1	0	2
14658	OG0014657	1	1	1	1	1
14659	OG0014658	1	3	1	0	0
14660	OG0014659	1	1	1	0	2
14661	OG0014660	1	1	1	1	1
14662	OG0014661	1	1	1	1	1
14663	OG0014662	1	1	1	1	1
14664	OG0014663	1	1	1	1	1
14665	OG0014664	1	1	1	1	1
14666	OG0014665	1	1	1	1	1
14667	OG0014666	1	1	1	1	1
14668	OG0014667	1	1	1	1	1
14669	OG0014668	2	1	1	0	1
14670	OG0014669	1	1	1	1	1
14671	OG0014670	1	1	1	1	1
14672	OG0014671	1	1	1	0	2
14673	OG0014672	1	1	1	1	1
14674	OG0014673	1	1	1	1	1
14675	OG0014674	1	1	1	1	1
14676	OG0014675	1	1	1	1	1
14677	OG0014676	1	1	1	1	1
14678	OG0014677	1	1	1	1	1
14679	OG0014678	1	1	1	1	1
14680	OG0014679	1	1	1	1	1
14681	OG0014680	1	1	1	1	1
14682	OG0014681	1	1	1	1	1
14683	OG0014682	1	1	1	1	1
14684	OG0014683	1	1	1	1	1
14685	OG0014684	1	1	1	1	1
14686	OG0014685	1	1	1	1	1
14687	OG0014686	1	1	1	1	1
14688	OG0014687	1	1	1	1	1
14689	OG0014688	1	1	1	1	1
14690	OG0014689	1	1	1	1	1
14691	OG0014690	1	1	1	1	1
14692	OG0014691	1	1	1	1	1
14693	OG0014692	1	1	1	1	1
14694	OG0014693	1	1	1	1	1
14695	OG0014694	1	1	1	1	1
14696	OG0014695	1	1	1	1	1
14697	OG0014696	1	1	1	1	1
14698	OG0014697	1	1	1	1	1
14699	OG0014698	1	1	1	1	1
14700	OG0014699	1	1	1	1	1
14701	OG0014700	1	1	1	1	1
14702	OG0014701	1	1	1	1	1
14703	OG0014702	1	1	1	1	1
14704	OG0014703	1	1	1	1	1
14705	OG0014704	1	1	1	1	1
14706	OG0014705	1	1	1	1	1
14707	OG0014706	1	1	1	1	1
14708	OG0014707	1	1	1	1	1
14709	OG0014708	1	1	1	1	1
14710	OG0014709	1	1	1	1	1
14711	OG0014710	1	1	1	0	2
14712	OG0014711	1	1	1	1	1
14713	OG0014712	1	1	1	1	1
14714	OG0014713	1	1	1	1	1
14715	OG0014714	1	1	1	1	1
14716	OG0014715	1	1	1	1	1
14717	OG0014716	1	1	1	1	1
14718	OG0014717	3	2	0	0	0
14719	OG0014718	1	1	1	1	1
14720	OG0014719	1	1	1	1	1
14721	OG0014720	1	1	1	1	1
14722	OG0014721	1	1	1	1	1
14723	OG0014722	1	1	1	1	1
14724	OG0014723	1	1	1	1	1
14725	OG0014724	1	1	1	1	1
14726	OG0014725	1	1	1	1	1
14727	OG0014726	1	1	1	1	1
14728	OG0014727	1	1	1	1	1
14729	OG0014728	1	1	1	1	1
14730	OG0014729	1	1	1	1	1
14731	OG0014730	1	1	1	1	1
14732	OG0014731	1	1	1	1	1
14733	OG0014732	1	1	1	1	1
14734	OG0014733	1	1	1	1	1
14735	OG0014734	1	1	1	1	1
14736	OG0014735	1	1	1	1	1
14737	OG0014736	1	1	1	1	1
14738	OG0014737	1	1	1	1	1
14739	OG0014738	1	1	1	1	1
14740	OG0014739	1	1	1	1	1
14741	OG0014740	1	1	1	1	1
14742	OG0014741	1	1	1	1	1
14743	OG0014742	1	1	1	1	1
14744	OG0014743	1	1	1	1	1
14745	OG0014744	1	1	1	1	1
14746	OG0014745	1	1	1	1	1
14747	OG0014746	1	1	1	1	1
14748	OG0014747	1	1	1	1	1
14749	OG0014748	2	1	1	1	0
14750	OG0014749	1	1	1	1	1
14751	OG0014750	1	1	1	1	1
14752	OG0014751	1	1	1	1	1
14753	OG0014752	2	3	0	0	0
14754	OG0014753	1	1	1	1	1
14755	OG0014754	1	1	1	1	1
14756	OG0014755	1	0	1	1	2
14757	OG0014756	1	1	1	1	1
14758	OG0014757	1	1	1	0	2
14759	OG0014758	1	1	1	1	1
14760	OG0014759	1	1	1	1	1
14761	OG0014760	1	1	1	1	1
14762	OG0014761	1	1	1	1	1
14763	OG0014762	1	1	1	0	2
14764	OG0014763	1	1	1	1	1
14765	OG0014764	1	1	1	1	1
14766	OG0014765	1	1	1	1	1
14767	OG0014766	1	1	1	1	1
14768	OG0014767	1	1	1	1	1
14769	OG0014768	1	1	1	1	1
14770	OG0014769	1	1	1	1	1
14771	OG0014770	1	1	1	1	1
14772	OG0014771	1	1	1	1	1
14773	OG0014772	1	1	1	1	1
14774	OG0014773	1	1	1	1	1
14775	OG0014774	1	1	1	1	1
14776	OG0014775	1	1	1	1	1
14777	OG0014776	1	1	1	1	1
14778	OG0014777	1	1	1	0	2
14779	OG0014778	1	1	1	1	1
14780	OG0014779	1	1	1	1	1
14781	OG0014780	1	1	1	1	1
14782	OG0014781	1	1	1	1	1
14783	OG0014782	1	1	1	1	1
14784	OG0014783	1	1	1	1	1
14785	OG0014784	1	1	1	1	1
14786	OG0014785	1	1	1	0	2
14787	OG0014786	1	1	1	1	1
14788	OG0014787	1	1	1	1	1
14789	OG0014788	1	1	1	0	2
14790	OG0014789	1	1	1	1	1
14791	OG0014790	1	1	1	1	1
14792	OG0014791	1	1	1	1	1
14793	OG0014792	1	1	1	1	1
14794	OG0014793	1	1	1	1	1
14795	OG0014794	1	1	1	1	1
14796	OG0014795	1	1	1	1	1
14797	OG0014796	1	1	1	1	1
14798	OG0014797	1	1	1	1	1
14799	OG0014798	1	1	1	1	1
14800	OG0014799	1	1	1	1	1
14801	OG0014800	1	1	1	1	1
14802	OG0014801	1	1	1	1	1
14803	OG0014802	1	1	1	1	1
14804	OG0014803	1	1	1	1	1
14805	OG0014804	1	1	1	1	1
14806	OG0014805	1	1	1	1	1
14807	OG0014806	1	1	1	1	1
14808	OG0014807	1	1	1	1	1
14809	OG0014808	1	1	1	1	1
14810	OG0014809	1	1	1	1	1
14811	OG0014810	1	1	1	1	1
14812	OG0014811	1	1	1	1	1
14813	OG0014812	1	1	1	1	1
14814	OG0014813	1	1	1	1	1
14815	OG0014814	1	1	1	1	1
14816	OG0014815	1	1	1	1	1
14817	OG0014816	1	1	1	1	1
14818	OG0014817	1	1	1	1	1
14819	OG0014818	1	1	1	1	1
14820	OG0014819	1	1	1	1	1
14821	OG0014820	1	2	1	0	1
14822	OG0014821	1	1	1	1	1
14823	OG0014822	1	3	0	1	0
14824	OG0014823	1	1	1	1	1
14825	OG0014824	1	1	1	1	1
14826	OG0014825	1	1	1	1	1
14827	OG0014826	1	1	1	1	1
14828	OG0014827	1	1	1	1	1
14829	OG0014828	1	2	1	0	1
14830	OG0014829	1	1	1	1	1
14831	OG0014830	1	1	1	1	1
14832	OG0014831	1	1	1	1	1
14833	OG0014832	1	1	1	1	1
14834	OG0014833	1	1	1	1	1
14835	OG0014834	1	1	1	1	1
14836	OG0014835	1	1	1	1	1
14837	OG0014836	1	1	1	1	1
14838	OG0014837	1	1	1	1	1
14839	OG0014838	1	1	1	1	1
14840	OG0014839	1	1	1	1	1
14841	OG0014840	1	2	1	0	1
14842	OG0014841	1	1	1	1	1
14843	OG0014842	1	1	1	1	1
14844	OG0014843	1	1	1	1	1
14845	OG0014844	3	0	2	0	0
14846	OG0014845	1	1	1	1	1
14847	OG0014846	1	1	1	1	1
14848	OG0014847	1	1	1	1	1
14849	OG0014848	1	1	1	1	1
14850	OG0014849	1	2	1	0	1
14851	OG0014850	1	1	1	1	1
14852	OG0014851	1	1	1	1	1
14853	OG0014852	1	1	1	1	1
14854	OG0014853	1	1	1	1	1
14855	OG0014854	1	1	1	1	1
14856	OG0014855	1	1	1	1	1
14857	OG0014856	1	1	1	1	1
14858	OG0014857	1	1	1	1	1
14859	OG0014858	1	1	1	1	1
14860	OG0014859	1	1	1	1	1
14861	OG0014860	1	1	1	0	2
14862	OG0014861	1	1	1	1	1
14863	OG0014862	1	1	1	0	2
14864	OG0014863	1	1	1	1	1
14865	OG0014864	1	1	1	1	1
14866	OG0014865	1	1	1	1	1
14867	OG0014866	1	1	1	0	2
14868	OG0014867	1	1	1	0	2
14869	OG0014868	1	1	1	1	1
14870	OG0014869	1	1	1	1	1
14871	OG0014870	1	1	1	1	1
14872	OG0014871	1	1	1	1	1
14873	OG0014872	1	1	1	1	1
14874	OG0014873	1	1	1	1	1
14875	OG0014874	1	1	1	1	1
14876	OG0014875	1	1	1	1	1
14877	OG0014876	1	1	1	1	1
14878	OG0014877	1	1	1	1	1
14879	OG0014878	1	1	1	1	1
14880	OG0014879	1	1	1	1	1
14881	OG0014880	1	1	1	1	1
14882	OG0014881	1	1	1	1	1
14883	OG0014882	1	1	1	1	1
14884	OG0014883	1	1	1	1	1
14885	OG0014884	1	1	1	1	1
14886	OG0014885	1	1	1	1	1
14887	OG0014886	1	1	1	1	1
14888	OG0014887	1	1	1	1	1
14889	OG0014888	1	1	1	1	1
14890	OG0014889	1	1	1	1	1
14891	OG0014890	1	1	1	1	1
14892	OG0014891	1	1	1	1	1
14893	OG0014892	1	1	1	1	1
14894	OG0014893	1	1	1	1	1
14895	OG0014894	1	1	1	1	1
14896	OG0014895	1	1	1	1	1
14897	OG0014896	1	1	1	1	1
14898	OG0014897	1	1	1	1	1
14899	OG0014898	1	1	1	1	1
14900	OG0014899	1	1	1	1	1
14901	OG0014900	1	1	1	1	1
14902	OG0014901	1	1	1	1	1
14903	OG0014902	1	1	1	1	1
14904	OG0014903	1	1	1	1	1
14905	OG0014904	1	1	1	1	1
14906	OG0014905	1	1	1	1	1
14907	OG0014906	1	1	1	0	2
14908	OG0014907	1	1	1	1	1
14909	OG0014908	1	1	1	1	1
14910	OG0014909	1	1	1	1	1
14911	OG0014910	1	1	1	1	1
14912	OG0014911	1	1	1	1	1
14913	OG0014912	1	1	1	1	1
14914	OG0014913	1	1	1	1	1
14915	OG0014914	1	1	1	1	1
14916	OG0014915	1	1	1	1	1
14917	OG0014916	1	1	1	1	1
14918	OG0014917	1	1	1	1	1
14919	OG0014918	1	1	1	1	1
14920	OG0014919	1	1	1	1	1
14921	OG0014920	1	1	1	1	1
14922	OG0014921	1	1	1	1	1
14923	OG0014922	1	1	1	1	1
14924	OG0014923	1	1	1	1	1
14925	OG0014924	1	1	1	1	1
14926	OG0014925	1	1	1	1	1
14927	OG0014926	1	1	1	1	1
14928	OG0014927	1	1	1	1	1
14929	OG0014928	1	1	1	1	1
14930	OG0014929	1	1	1	1	1
14931	OG0014930	1	1	1	1	1
14932	OG0014931	1	1	1	1	1
14933	OG0014932	1	1	1	1	1
14934	OG0014933	1	1	1	1	1
14935	OG0014934	1	1	1	1	1
14936	OG0014935	1	1	1	1	1
14937	OG0014936	1	1	1	0	2
14938	OG0014937	1	1	1	1	1
14939	OG0014938	1	1	1	1	1
14940	OG0014939	1	1	1	1	1
14941	OG0014940	1	1	2	0	1
14942	OG0014941	1	1	1	0	2
14943	OG0014942	1	1	1	1	1
14944	OG0014943	1	3	0	1	0
14945	OG0014944	1	1	1	0	2
14946	OG0014945	1	1	1	1	1
14947	OG0014946	1	1	1	1	1
14948	OG0014947	1	1	1	1	1
14949	OG0014948	1	1	1	1	1
14950	OG0014949	1	1	1	1	1
14951	OG0014950	1	1	1	1	1
14952	OG0014951	1	1	1	1	1
14953	OG0014952	1	1	1	1	1
14954	OG0014953	1	1	1	1	1
14955	OG0014954	1	1	1	1	1
14956	OG0014955	1	1	1	1	1
14957	OG0014956	1	1	1	1	1
14958	OG0014957	1	1	1	1	1
14959	OG0014958	1	1	1	1	1
14960	OG0014959	1	1	1	1	1
14961	OG0014960	1	1	1	1	1
14962	OG0014961	1	1	1	1	1
14963	OG0014962	1	1	1	1	1
14964	OG0014963	1	1	1	1	1
14965	OG0014964	1	1	1	1	1
14966	OG0014965	1	1	1	1	1
14967	OG0014966	1	1	1	1	1
14968	OG0014967	1	1	1	1	1
14969	OG0014968	1	3	1	0	0
14970	OG0014969	1	1	1	1	1
14971	OG0014970	1	1	1	0	2
14972	OG0014971	1	1	1	1	1
14973	OG0014972	1	1	1	1	1
14974	OG0014973	1	1	1	1	1
14975	OG0014974	1	1	1	1	1
14976	OG0014975	1	1	1	1	1
14977	OG0014976	1	1	1	1	1
14978	OG0014977	1	1	1	0	2
14979	OG0014978	1	1	1	1	1
14980	OG0014979	1	1	1	1	1
14981	OG0014980	1	0	1	2	1
14982	OG0014981	1	1	1	1	1
14983	OG0014982	1	1	1	1	1
14984	OG0014983	1	1	1	1	1
14985	OG0014984	1	3	0	1	0
14986	OG0014985	1	1	1	1	1
14987	OG0014986	1	1	1	1	1
14988	OG0014987	1	1	1	1	1
14989	OG0014988	1	1	1	1	1
14990	OG0014989	1	1	1	1	1
14991	OG0014990	1	2	1	0	1
14992	OG0014991	1	1	1	1	1
14993	OG0014992	1	1	1	1	1
14994	OG0014993	1	1	1	1	1
14995	OG0014994	1	1	1	0	2
14996	OG0014995	1	1	1	1	1
14997	OG0014996	1	1	1	1	1
14998	OG0014997	1	1	1	1	1
14999	OG0014998	1	1	1	1	1
15000	OG0014999	1	1	1	1	1
15001	OG0015000	1	1	1	1	1
15002	OG0015001	1	1	1	1	1
15003	OG0015002	1	1	1	1	1
15004	OG0015003	1	1	1	1	1
15005	OG0015004	1	1	1	1	1
15006	OG0015005	1	1	1	1	1
15007	OG0015006	1	1	1	1	1
15008	OG0015007	1	1	1	1	1
15009	OG0015008	1	1	1	0	2
15010	OG0015009	1	1	1	1	1
15011	OG0015010	1	1	1	1	1
15012	OG0015011	1	1	1	1	1
15013	OG0015012	1	1	1	1	1
15014	OG0015013	1	1	1	1	1
15015	OG0015014	1	1	1	1	1
15016	OG0015015	1	1	1	1	1
15017	OG0015016	1	1	1	1	1
15018	OG0015017	1	1	1	1	1
15019	OG0015018	1	1	1	1	1
15020	OG0015019	1	1	1	1	1
15021	OG0015020	1	1	1	1	1
15022	OG0015021	1	1	1	1	1
15023	OG0015022	2	1	1	0	1
15024	OG0015023	1	1	1	1	1
15025	OG0015024	1	1	1	1	1
15026	OG0015025	1	1	1	0	2
15027	OG0015026	1	1	1	1	1
15028	OG0015027	1	1	1	1	1
15029	OG0015028	1	1	1	1	1
15030	OG0015029	1	1	1	1	1
15031	OG0015030	1	1	1	1	1
15032	OG0015031	2	3	0	0	0
15033	OG0015032	1	1	1	1	1
15034	OG0015033	1	3	1	0	0
15035	OG0015034	1	1	1	1	1
15036	OG0015035	1	1	1	1	1
15037	OG0015036	1	1	1	0	2
15038	OG0015037	1	1	1	1	1
15039	OG0015038	1	3	1	0	0
15040	OG0015039	1	1	1	1	1
15041	OG0015040	1	1	1	1	1
15042	OG0015041	1	1	1	0	2
15043	OG0015042	1	1	1	1	1
15044	OG0015043	1	1	1	1	1
15045	OG0015044	1	1	1	1	1
15046	OG0015045	1	1	1	1	1
15047	OG0015046	1	1	1	1	1
15048	OG0015047	1	1	1	1	1
15049	OG0015048	1	1	1	1	1
15050	OG0015049	1	1	1	1	1
15051	OG0015050	1	1	1	1	1
15052	OG0015051	1	1	1	1	1
15053	OG0015052	1	1	1	1	1
15054	OG0015053	1	1	1	1	1
15055	OG0015054	1	1	1	1	1
15056	OG0015055	1	1	1	1	1
15057	OG0015056	1	1	1	1	1
15058	OG0015057	1	1	1	1	1
15059	OG0015058	1	1	1	1	1
15060	OG0015059	1	1	1	1	1
15061	OG0015060	1	1	1	1	1
15062	OG0015061	1	1	1	1	1
15063	OG0015062	1	1	1	1	1
15064	OG0015063	1	1	1	1	1
15065	OG0015064	1	1	1	1	1
15066	OG0015065	1	1	1	1	1
15067	OG0015066	1	1	1	1	1
15068	OG0015067	1	1	1	1	1
15069	OG0015068	1	1	1	1	1
15070	OG0015069	1	1	1	1	1
15071	OG0015070	1	1	1	1	1
15072	OG0015071	1	1	1	1	1
15073	OG0015072	1	1	1	1	1
15074	OG0015073	1	1	1	1	1
15075	OG0015074	1	1	1	1	1
15076	OG0015075	1	1	1	1	1
15077	OG0015076	2	1	2	0	0
15078	OG0015077	1	1	1	1	1
15079	OG0015078	1	1	1	1	1
15080	OG0015079	1	1	1	1	1
15081	OG0015080	1	1	1	1	1
15082	OG0015081	1	1	1	1	1
15083	OG0015082	1	1	1	1	1
15084	OG0015083	1	1	1	1	1
15085	OG0015084	1	1	1	1	1
15086	OG0015085	1	1	1	1	1
15087	OG0015086	1	1	1	1	1
15088	OG0015087	1	1	1	1	1
15089	OG0015088	1	1	1	1	1
15090	OG0015089	1	1	1	1	1
15091	OG0015090	1	1	1	1	1
15092	OG0015091	1	1	1	1	1
15093	OG0015092	1	1	1	0	2
15094	OG0015093	1	1	1	1	1
15095	OG0015094	1	1	1	1	1
15096	OG0015095	1	1	1	1	1
15097	OG0015096	1	1	1	1	1
15098	OG0015097	1	1	1	1	1
15099	OG0015098	1	1	1	1	1
15100	OG0015099	1	1	1	1	1
15101	OG0015100	1	1	1	1	1
15102	OG0015101	1	1	1	1	1
15103	OG0015102	1	1	1	1	1
15104	OG0015103	1	1	1	1	1
15105	OG0015104	1	1	1	1	1
15106	OG0015105	1	1	1	1	1
15107	OG0015106	1	1	1	1	1
15108	OG0015107	1	1	1	1	1
15109	OG0015108	1	1	1	1	1
15110	OG0015109	1	1	1	1	1
15111	OG0015110	1	1	1	1	1
15112	OG0015111	1	1	1	1	1
15113	OG0015112	1	1	1	1	1
15114	OG0015113	1	1	1	1	1
15115	OG0015114	1	1	1	1	1
15116	OG0015115	1	1	1	1	1
15117	OG0015116	1	1	1	0	2
15118	OG0015117	1	1	1	1	1
15119	OG0015118	1	1	1	1	1
15120	OG0015119	1	1	1	1	1
15121	OG0015120	1	1	1	0	2
15122	OG0015121	1	1	1	1	1
15123	OG0015122	1	1	1	1	1
15124	OG0015123	1	1	1	1	1
15125	OG0015124	3	1	1	0	0
15126	OG0015125	1	1	1	1	1
15127	OG0015126	1	1	1	1	1
15128	OG0015127	1	1	1	1	1
15129	OG0015128	1	1	1	1	1
15130	OG0015129	1	1	1	1	1
15131	OG0015130	1	1	1	1	1
15132	OG0015131	1	1	1	1	1
15133	OG0015132	1	1	1	1	1
15134	OG0015133	1	1	1	1	1
15135	OG0015134	1	1	1	1	1
15136	OG0015135	1	1	1	1	1
15137	OG0015136	1	1	1	1	1
15138	OG0015137	1	1	1	1	1
15139	OG0015138	1	1	1	1	1
15140	OG0015139	1	1	1	1	1
15141	OG0015140	1	1	1	1	1
15142	OG0015141	1	1	1	1	1
15143	OG0015142	1	1	1	1	1
15144	OG0015143	1	1	1	1	1
15145	OG0015144	1	1	1	1	1
15146	OG0015145	1	1	1	1	1
15147	OG0015146	1	1	1	1	1
15148	OG0015147	1	1	1	1	1
15149	OG0015148	1	1	1	1	1
15150	OG0015149	1	1	1	1	1
15151	OG0015150	1	1	1	1	1
15152	OG0015151	1	1	1	1	1
15153	OG0015152	1	1	1	1	1
15154	OG0015153	1	1	1	0	2
15155	OG0015154	1	1	1	1	1
15156	OG0015155	1	1	1	1	1
15157	OG0015156	1	1	1	1	1
15158	OG0015157	1	1	1	1	1
15159	OG0015158	2	2	1	0	0
15160	OG0015159	2	2	0	0	1
15161	OG0015160	1	1	1	1	1
15162	OG0015161	1	1	1	0	2
15163	OG0015162	1	1	1	1	1
15164	OG0015163	1	1	1	1	1
15165	OG0015164	1	1	1	1	1
15166	OG0015165	1	1	1	1	1
15167	OG0015166	1	1	1	1	1
15168	OG0015167	1	1	1	0	2
15169	OG0015168	1	1	1	1	1
15170	OG0015169	1	1	1	1	1
15171	OG0015170	1	1	1	0	2
15172	OG0015171	1	1	1	1	1
15173	OG0015172	1	1	1	1	1
15174	OG0015173	1	1	1	1	1
15175	OG0015174	1	1	1	1	1
15176	OG0015175	1	1	1	1	1
15177	OG0015176	1	1	1	1	1
15178	OG0015177	1	1	1	0	2
15179	OG0015178	1	1	1	1	1
15180	OG0015179	1	1	1	1	1
15181	OG0015180	1	1	1	1	1
15182	OG0015181	1	1	1	1	1
15183	OG0015182	1	1	1	1	1
15184	OG0015183	1	1	1	1	1
15185	OG0015184	1	1	1	1	1
15186	OG0015185	1	1	1	1	1
15187	OG0015186	1	1	1	1	1
15188	OG0015187	1	1	1	1	1
15189	OG0015188	1	1	1	0	2
15190	OG0015189	1	1	1	1	1
15191	OG0015190	1	1	1	1	1
15192	OG0015191	1	1	1	1	1
15193	OG0015192	1	1	1	1	1
15194	OG0015193	1	1	1	1	1
15195	OG0015194	1	1	1	0	2
15196	OG0015195	1	1	1	1	1
15197	OG0015196	1	1	1	1	1
15198	OG0015197	1	1	1	1	1
15199	OG0015198	1	1	1	1	1
15200	OG0015199	1	1	1	1	1
15201	OG0015200	1	1	1	0	2
15202	OG0015201	1	0	3	1	0
15203	OG0015202	1	1	1	1	1
15204	OG0015203	1	1	1	1	1
15205	OG0015204	1	1	1	1	1
15206	OG0015205	1	1	1	1	1
15207	OG0015206	1	1	1	1	1
15208	OG0015207	1	1	1	1	1
15209	OG0015208	1	1	1	1	1
15210	OG0015209	1	1	1	0	2
15211	OG0015210	1	1	1	1	1
15212	OG0015211	1	1	1	1	1
15213	OG0015212	1	1	1	1	1
15214	OG0015213	1	1	1	1	1
15215	OG0015214	1	1	1	1	1
15216	OG0015215	1	2	1	0	1
15217	OG0015216	1	1	1	1	1
15218	OG0015217	1	1	1	1	1
15219	OG0015218	1	1	1	1	1
15220	OG0015219	1	1	1	1	1
15221	OG0015220	1	1	1	1	1
15222	OG0015221	1	1	1	1	1
15223	OG0015222	1	1	1	1	1
15224	OG0015223	1	1	1	1	1
15225	OG0015224	1	1	1	1	1
15226	OG0015225	1	1	1	0	2
15227	OG0015226	1	1	1	1	1
15228	OG0015227	1	1	1	1	1
15229	OG0015228	1	1	1	1	1
15230	OG0015229	1	1	1	0	2
15231	OG0015230	1	1	1	1	1
15232	OG0015231	1	1	1	0	2
15233	OG0015232	1	1	1	1	1
15234	OG0015233	1	1	1	1	1
15235	OG0015234	1	1	1	1	1
15236	OG0015235	1	1	1	1	1
15237	OG0015236	1	2	1	0	1
15238	OG0015237	1	1	1	1	1
15239	OG0015238	1	1	1	1	1
15240	OG0015239	1	1	1	1	1
15241	OG0015240	1	1	1	1	1
15242	OG0015241	1	1	1	0	2
15243	OG0015242	1	1	1	1	1
15244	OG0015243	1	1	1	1	1
15245	OG0015244	2	2	1	0	0
15246	OG0015245	1	1	1	1	1
15247	OG0015246	1	1	1	1	1
15248	OG0015247	1	1	1	1	1
15249	OG0015248	1	1	1	0	2
15250	OG0015249	1	1	1	1	1
15251	OG0015250	1	1	1	1	1
15252	OG0015251	1	1	1	1	1
15253	OG0015252	1	1	1	1	1
15254	OG0015253	1	1	1	1	1
15255	OG0015254	1	0	1	0	3
15256	OG0015255	1	1	1	1	1
15257	OG0015256	1	1	1	1	1
15258	OG0015257	1	1	1	1	1
15259	OG0015258	1	1	1	1	1
15260	OG0015259	1	1	1	1	1
15261	OG0015260	1	2	1	0	1
15262	OG0015261	1	1	1	1	1
15263	OG0015262	1	1	1	1	1
15264	OG0015263	1	1	1	0	2
15265	OG0015264	1	1	1	1	1
15266	OG0015265	1	1	1	1	1
15267	OG0015266	1	1	1	1	1
15268	OG0015267	1	1	1	0	2
15269	OG0015268	1	1	1	0	2
15270	OG0015269	1	1	1	1	1
15271	OG0015270	1	1	1	1	1
15272	OG0015271	1	1	1	1	1
15273	OG0015272	1	1	1	1	1
15274	OG0015273	1	1	1	0	2
15275	OG0015274	1	1	1	0	2
15276	OG0015275	1	1	1	1	1
15277	OG0015276	1	1	1	1	1
15278	OG0015277	2	2	1	0	0
15279	OG0015278	1	2	1	0	1
15280	OG0015279	1	1	2	0	1
15281	OG0015280	1	1	1	1	1
15282	OG0015281	1	1	1	1	1
15283	OG0015282	1	1	1	1	1
15284	OG0015283	2	1	1	0	1
15285	OG0015284	1	1	1	1	1
15286	OG0015285	1	1	1	0	2
15287	OG0015286	1	1	1	1	1
15288	OG0015287	1	1	1	1	1
15289	OG0015288	1	1	1	1	1
15290	OG0015289	1	1	1	1	1
15291	OG0015290	1	1	1	1	1
15292	OG0015291	1	1	1	1	1
15293	OG0015292	1	1	1	1	1
15294	OG0015293	1	1	1	1	1
15295	OG0015294	1	1	1	1	1
15296	OG0015295	1	1	1	1	1
15297	OG0015296	1	1	1	1	1
15298	OG0015297	1	1	1	1	1
15299	OG0015298	1	1	1	0	2
15300	OG0015299	1	1	1	1	1
15301	OG0015300	1	1	1	1	1
15302	OG0015301	1	1	1	1	1
15303	OG0015302	1	1	1	1	1
15304	OG0015303	1	1	1	1	1
15305	OG0015304	1	1	1	0	2
15306	OG0015305	1	1	2	0	1
15307	OG0015306	1	1	1	1	1
15308	OG0015307	1	1	1	1	1
15309	OG0015308	1	1	1	1	1
15310	OG0015309	1	1	1	1	1
15311	OG0015310	1	1	1	1	1
15312	OG0015311	1	1	1	1	1
15313	OG0015312	1	1	1	1	1
15314	OG0015313	1	1	1	1	1
15315	OG0015314	1	1	1	1	1
15316	OG0015315	1	1	1	1	1
15317	OG0015316	1	1	1	1	1
15318	OG0015317	1	1	1	1	1
15319	OG0015318	1	1	1	1	1
15320	OG0015319	1	1	1	1	1
15321	OG0015320	1	1	1	1	1
15322	OG0015321	1	1	1	1	1
15323	OG0015322	1	1	1	1	1
15324	OG0015323	1	1	1	1	1
15325	OG0015324	1	1	1	0	2
15326	OG0015325	1	1	1	1	1
15327	OG0015326	1	1	1	1	1
15328	OG0015327	1	1	1	1	1
15329	OG0015328	1	1	1	1	1
15330	OG0015329	1	1	1	0	2
15331	OG0015330	1	1	1	1	1
15332	OG0015331	1	1	1	0	2
15333	OG0015332	1	2	1	0	1
15334	OG0015333	1	1	1	1	1
15335	OG0015334	1	1	1	0	2
15336	OG0015335	1	1	1	1	1
15337	OG0015336	1	1	1	1	1
15338	OG0015337	1	1	1	1	1
15339	OG0015338	1	1	1	1	1
15340	OG0015339	1	1	1	0	2
15341	OG0015340	1	1	1	1	1
15342	OG0015341	2	1	1	0	1
15343	OG0015342	1	1	1	1	1
15344	OG0015343	1	1	1	1	1
15345	OG0015344	1	2	1	0	1
